0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.572373401307293580e-03,-2.873681287925141520e-03,3.013078866178489157e-04,-1.878754403298772663e-22,-9.600327385944869578e-19
-1.314284700758597456e-06,7.717083145485746296e-03,-8.620930897217478003e-03,9.034069816552218893e-04,-1.314284700758599574e-06,4.407700765106338718e-07
-7.228369293661357823e-06,1.543378998209215744e-02,-1.724068854202498446e-02,1.804474478999412972e-03,-7.228369293660727630e-06,2.424080933407567672e-06
-2.299769271839280317e-05,2.572127999193106127e-02,-2.872912303513816545e-02,3.000131446399858116e-03,-2.299769271835312815e-05,7.711596806719271210e-06
-5.584321120435261862e-05,3.857658813235703699e-02,-4.307682943142269322e-02,4.481520293802790378e-03,-5.584321120351339870e-05,1.872100525152317380e-05
-1.149408246273587010e-04,5.399382848690342795e-02,-6.026507872060913457e-02,6.232733688266675273e-03,-1.149408246182614859e-04,3.851654531514345919e-05
-2.114006388760626643e-04,7.196275605540343456e-02,-8.026119440039385100e-02,8.227648165705314653e-03,-2.114006388111971794e-04,7.079017839737859383e-05
-3.582314688922517195e-04,9.246710749279318797e-02,-1.030131983834951803e-01,1.042626190787602179e-02,-3.582314685460728505e-04,1.198289780710995532e-04
-5.702860038562401236e-04,1.154827992829509098e-01,-1.284439631637616375e-01,1.277069974650166251e-02,-5.702860023644335538e-04,1.904641137592464055e-04
-8.641830441725376196e-04,1.409760989255334773e-01,-1.564452213587740337e-01,1.518112501317023071e-02,-8.641830387228386593e-04,2.879973448132303916e-04
-1.258205521291042104e-03,1.689019216988962568e-01,-1.868719006255390447e-01,1.755187618435210747e-02,-1.258205503845387808e-03,4.181025008251997282e-04
-1.772176799535701841e-03,1.992024323646005568e-01,-2.195373429885360272e-01,1.974820776674512252e-02,-1.772176749423521377e-03,5.867021620319107103e-04
-2.427322842268403447e-03,2.318061350588616065e-01,-2.542099962410186431e-01,2.160403578301145835e-02,-2.427322710820526992e-03,7.998235714705670104e-04
-3.246133485336046964e-03,2.666276037368853769e-01,-2.906120964586861311e-01,2.292104605092220443e-02,-3.246133166239724682e-03,1.063442223044566270e-03
-4.252241055431940642e-03,3.035679344138216829e-01,-3.284206769727581188e-01,2.346940674447687419e-02,-4.252240331016495477e-03,1.383325689071298204e-03
-5.470337397497527544e-03,3.425158952397475143e-01,-3.672709546113275270e-01,2.299014466646568874e-02,-5.470335846589680084e-03,1.764892960117985226e-03
-6.926149795373420272e-03,3.833496308061911106e-01,-4.067618106780923615e-01,2.119903062477189459e-02,-6.926146642617083890e-03,2.213104886317236210e-03
-8.646491894085306731e-03,4.259386719363273954e-01,-4.464627808868140701e-01,1.779162367560071373e-02,-8.646485773634877275e-03,2.732398808516750977e-03
-1.065939835178713983e-02,4.701459399515129367e-01,-4.859217742862712019e-01,1.244899696638513548e-02,-1.065938694992604394e-02,3.326675543750431258e-03
-1.299434337987052240e-02,5.158294318227855113e-01,-5.246727043628242049e-01,4.843639826450660789e-03,-1.299432291110146076e-02,3.999340671366803830e-03
-1.568253580212211964e-02,5.628433285136245079e-01,-5.622423351056236029e-01,-5.354899528161385057e-03,-1.568250026111884035e-02,4.753395994963303256e-03
-1.875727868480945096e-02,6.110383657694933301e-01,-5.981558745551737166e-01,-1.847492887824466953e-02,-1.875721880151532892e-02,5.591572337369189391e-03
-2.225438105959832297e-02,6.602614193437902346e-01,-6.319411188771636434e-01,-3.483822220322459196e-02,-2.225428286554839014e-02,6.516492039141693823e-03
-2.621261305014586235e-02,7.103543620680664583e-01,-6.631311963690854627e-01,-5.475632113811680635e-02,-2.621245593916109173e-02,7.530848546560693982e-03
-3.067420361149724231e-02,7.611523340393034909e-01,-6.912661415465354287e-01,-7.852742712278905357e-02,-3.067395774499693389e-02,8.637590660219556654e-03
-3.568539188416509911e-02,8.124816255941470500e-01,-7.158936316581362425e-01,-1.064337406739915282e-01,-3.568501474724492667e-02,9.840099555136861548e-03
-4.129705899206161102e-02,8.641574094825369423e-01,-7.365692513144184161e-01,-1.387391081459990183e-01,-4.129649084646677681e-02,1.114234685863551601e-02
-4.756548760297801826e-02,9.159815811854739032e-01,-7.528566373453022820e-01,-1.756868722766136148e-01,-4.756464550007595549e-02,1.254902141091132454e-02
-5.455332274642192558e-02,9.677409822650391291e-01,-7.643278208988331102e-01,-2.174978728475124301e-01,-5.455209264646935369e-02,1.406561063475685915e-02
-6.233084040603577292e-02,1.019206296969972891e+00,-7.705640511657284586e-01,-2.643685899980390830e-01,-6.232906678295967173e-02,1.569841971246611553e-02
-7.097767116203237969e-02,1.070131931239560741e+00,-7.711573769077338936e-01,-3.164694476073896534e-01,-7.097514323043048468e-02,1.745450810659256863e-02
-8.058517463603806497e-02,1.120257209252725206e+00,-7.657133002361320440e-01,-3.739432794056374298e-01,-8.058160798099249511e-02,1.934151839683814419e-02
-9.125971452973263842e-02,1.169309260342187962e+00,-7.538549274572681202e-01,-4.369038851624268416e-01,-9.125472639337234293e-02,2.136736670584782685e-02
-1.031271364658656181e-01,1.217008025772958080e+00,-7.352292564371331052e-01,-5.054344434186487378e-01,-1.031202121648862047e-01,2.353975644365353601e-02
-1.163387821307320102e-01,1.263073900605855782e+00,-7.095165967123222561e-01,-5.795852723200517476e-01,-1.163292289334956486e-01,2.586546638319753635e-02
