# Configuration.csv file for Capstone Project.
# Configuration Tse of the end-effector, 
# expressed as 13 variables separated by commas. The 13 variables are, in order
# r11, r12, r13, r21, r22, r23, r31, r32, r33, px, py, pz, gripper state
0.45902484,0.0,0.88842343,0.0,1.0,0.0,-0.88842343,0.0,0.45902484,0.63195297,0.0,0.64865969,0
0.45797988,0.0,0.88896256,0.0,1.0,0.0,-0.88896256,0.0,0.45797988,0.63248999,0.0,0.64852909,0
0.45693421,0.0,0.88950049,0.0,1.0,0.0,-0.88950049,0.0,0.45693421,0.63302689,0.0,0.64839784,0
0.45588785,0.0,0.89003723,0.0,1.0,0.0,-0.89003723,0.0,0.45588785,0.63356367,0.0,0.64826595,0
0.45484079,0.0,0.89057277,0.0,1.0,0.0,-0.89057277,0.0,0.45484079,0.63410033,0.0,0.64813342,0
0.45379304,0.0,0.89110711,0.0,1.0,0.0,-0.89110711,0.0,0.45379304,0.63463686,0.0,0.64800026,0
0.4527446,0.0,0.89164025,0.0,1.0,0.0,-0.89164025,0.0,0.4527446,0.63517326,0.0,0.64786645,0
0.45169547,0.0,0.89217218,0.0,1.0,0.0,-0.89217218,0.0,0.45169547,0.63570954,0.0,0.64773201,0
0.45064566,0.0,0.89270291,0.0,1.0,0.0,-0.89270291,0.0,0.45064566,0.6362457,0.0,0.64759693,0
0.44959516,0.0,0.89323244,0.0,1.0,0.0,-0.89323244,0.0,0.44959516,0.63678172,0.0,0.64746121,0
0.44854398,0.0,0.89376076,0.0,1.0,0.0,-0.89376076,0.0,0.44854398,0.63731761,0.0,0.64732485,0
0.44749213,0.0,0.89428787,0.0,1.0,0.0,-0.89428787,0.0,0.44749213,0.63785338,0.0,0.64718785,0
0.4464396,0.0,0.89481377,0.0,1.0,0.0,-0.89481377,0.0,0.4464396,0.63838901,0.0,0.64705022,0
0.44538639,0.0,0.89533846,0.0,1.0,0.0,-0.89533846,0.0,0.44538639,0.6389245,0.0,0.64691195,0
0.44433252,0.0,0.89586194,0.0,1.0,0.0,-0.89586194,0.0,0.44433252,0.63945986,0.0,0.64677304,0
0.44327797,0.0,0.8963842,0.0,1.0,0.0,-0.8963842,0.0,0.44327797,0.63999509,0.0,0.64663349,0
0.44222276,0.0,0.89690525,0.0,1.0,0.0,-0.89690525,0.0,0.44222276,0.64053017,0.0,0.64649331,0
0.44116688,0.0,0.89742509,0.0,1.0,0.0,-0.89742509,0.0,0.44116688,0.64106512,0.0,0.64635249,0
0.44011034,0.0,0.8979437,0.0,1.0,0.0,-0.8979437,0.0,0.44011034,0.64159993,0.0,0.64621104,0
0.43905314,0.0,0.8984611,0.0,1.0,0.0,-0.8984611,0.0,0.43905314,0.64213459,0.0,0.64606895,0
0.43799528,0.0,0.89897727,0.0,1.0,0.0,-0.89897727,0.0,0.43799528,0.64266911,0.0,0.64592622,0
0.43693677,0.0,0.89949222,0.0,1.0,0.0,-0.89949222,0.0,0.43693677,0.64320349,0.0,0.64578285,0
0.4358776,0.0,0.90000595,0.0,1.0,0.0,-0.90000595,0.0,0.4358776,0.64373773,0.0,0.64563886,0
0.43481778,0.0,0.90051846,0.0,1.0,0.0,-0.90051846,0.0,0.43481778,0.64427182,0.0,0.64549422,0
0.43375732,0.0,0.90102974,0.0,1.0,0.0,-0.90102974,0.0,0.43375732,0.64480576,0.0,0.64534895,0
0.4326962,0.0,0.90153979,0.0,1.0,0.0,-0.90153979,0.0,0.4326962,0.64533955,0.0,0.64520305,0
0.43163445,0.0,0.90204861,0.0,1.0,0.0,-0.90204861,0.0,0.43163445,0.64587319,0.0,0.64505651,0
0.43057205,0.0,0.90255621,0.0,1.0,0.0,-0.90255621,0.0,0.43057205,0.64640668,0.0,0.64490934,0
0.42950902,0.0,0.90306257,0.0,1.0,0.0,-0.90306257,0.0,0.42950902,0.64694002,0.0,0.64476154,0
0.42844534,0.0,0.9035677,0.0,1.0,0.0,-0.9035677,0.0,0.42844534,0.6474732,0.0,0.6446131,0
0.42738104,0.0,0.9040716,0.0,1.0,0.0,-0.9040716,0.0,0.42738104,0.64800623,0.0,0.64446402,0
0.4263161,0.0,0.90457426,0.0,1.0,0.0,-0.90457426,0.0,0.4263161,0.6485391,0.0,0.64431432,0
0.42525053,0.0,0.90507568,0.0,1.0,0.0,-0.90507568,0.0,0.42525053,0.64907182,0.0,0.64416398,0
0.42418433,0.0,0.90557587,0.0,1.0,0.0,-0.90557587,0.0,0.42418433,0.64960437,0.0,0.64401301,0
0.42311751,0.0,0.90607481,0.0,1.0,0.0,-0.90607481,0.0,0.42311751,0.65013677,0.0,0.6438614,0
0.42205007,0.0,0.90657252,0.0,1.0,0.0,-0.90657252,0.0,0.42205007,0.650669,0.0,0.64370917,0
0.42098201,0.0,0.90706899,0.0,1.0,0.0,-0.90706899,0.0,0.42098201,0.65120108,0.0,0.6435563,0
0.41991333,0.0,0.90756421,0.0,1.0,0.0,-0.90756421,0.0,0.41991333,0.65173299,0.0,0.6434028,0
0.41884403,0.0,0.90805819,0.0,1.0,0.0,-0.90805819,0.0,0.41884403,0.65226473,0.0,0.64324867,0
0.41777412,0.0,0.90855093,0.0,1.0,0.0,-0.90855093,0.0,0.41777412,0.65279631,0.0,0.64309391,0
0.4167036,0.0,0.90904241,0.0,1.0,0.0,-0.90904241,0.0,0.4167036,0.65332772,0.0,0.64293852,0
0.41563247,0.0,0.90953265,0.0,1.0,0.0,-0.90953265,0.0,0.41563247,0.65385896,0.0,0.6427825,0
0.41456074,0.0,0.91002165,0.0,1.0,0.0,-0.91002165,0.0,0.41456074,0.65439004,0.0,0.64262585,0
0.4134884,0.0,0.91050939,0.0,1.0,0.0,-0.91050939,0.0,0.4134884,0.65492094,0.0,0.64246857,0
0.41241546,0.0,0.91099588,0.0,1.0,0.0,-0.91099588,0.0,0.41241546,0.65545167,0.0,0.64231065,0
0.41134192,0.0,0.91148112,0.0,1.0,0.0,-0.91148112,0.0,0.41134192,0.65598222,0.0,0.64215211,0
0.41026779,0.0,0.9119651,0.0,1.0,0.0,-0.9119651,0.0,0.41026779,0.65651261,0.0,0.64199295,0
0.40919306,0.0,0.91244783,0.0,1.0,0.0,-0.91244783,0.0,0.40919306,0.65704281,0.0,0.64183315,0
0.40811774,0.0,0.9129293,0.0,1.0,0.0,-0.9129293,0.0,0.40811774,0.65757284,0.0,0.64167273,0
0.40704183,0.0,0.91340952,0.0,1.0,0.0,-0.91340952,0.0,0.40704183,0.65810269,0.0,0.64151167,0
0.40596534,0.0,0.91388847,0.0,1.0,0.0,-0.91388847,0.0,0.40596534,0.65863236,0.0,0.64134999,0
0.40488826,0.0,0.91436617,0.0,1.0,0.0,-0.91436617,0.0,0.40488826,0.65916185,0.0,0.64118769,0
0.4038106,0.0,0.91484261,0.0,1.0,0.0,-0.91484261,0.0,0.4038106,0.65969116,0.0,0.64102475,0
0.40273236,0.0,0.91531778,0.0,1.0,0.0,-0.91531778,0.0,0.40273236,0.66022028,0.0,0.64086119,0
0.40165354,0.0,0.9157917,0.0,1.0,0.0,-0.9157917,0.0,0.40165354,0.66074922,0.0,0.64069701,0
0.40057415,0.0,0.91626434,0.0,1.0,0.0,-0.91626434,0.0,0.40057415,0.66127798,0.0,0.64053219,0
0.39949419,0.0,0.91673573,0.0,1.0,0.0,-0.91673573,0.0,0.39949419,0.66180655,0.0,0.64036676,0
0.39841366,0.0,0.91720584,0.0,1.0,0.0,-0.91720584,0.0,0.39841366,0.66233493,0.0,0.6402007,0
0.39733256,0.0,0.91767469,0.0,1.0,0.0,-0.91767469,0.0,0.39733256,0.66286312,0.0,0.64003401,0
0.39625089,0.0,0.91814227,0.0,1.0,0.0,-0.91814227,0.0,0.39625089,0.66339112,0.0,0.6398667,0
0.39516866,0.0,0.91860858,0.0,1.0,0.0,-0.91860858,0.0,0.39516866,0.66391893,0.0,0.63969876,0
0.39408588,0.0,0.91907362,0.0,1.0,0.0,-0.91907362,0.0,0.39408588,0.66444654,0.0,0.6395302,0
0.39300253,0.0,0.91953739,0.0,1.0,0.0,-0.91953739,0.0,0.39300253,0.66497397,0.0,0.63936102,0
0.39191863,0.0,0.91999988,0.0,1.0,0.0,-0.91999988,0.0,0.39191863,0.66550119,0.0,0.63919122,0
0.39083418,0.0,0.9204611,0.0,1.0,0.0,-0.9204611,0.0,0.39083418,0.66602822,0.0,0.63902079,0
0.38974918,0.0,0.92092105,0.0,1.0,0.0,-0.92092105,0.0,0.38974918,0.66655505,0.0,0.63884974,0
0.38866363,0.0,0.92137972,0.0,1.0,0.0,-0.92137972,0.0,0.38866363,0.66708169,0.0,0.63867807,0
0.38757754,0.0,0.92183711,0.0,1.0,0.0,-0.92183711,0.0,0.38757754,0.66760812,0.0,0.63850578,0
0.3864909,0.0,0.92229322,0.0,1.0,0.0,-0.92229322,0.0,0.3864909,0.66813435,0.0,0.63833286,0
0.38540372,0.0,0.92274805,0.0,1.0,0.0,-0.92274805,0.0,0.38540372,0.66866038,0.0,0.63815933,0
0.38431601,0.0,0.92320161,0.0,1.0,0.0,-0.92320161,0.0,0.38431601,0.66918621,0.0,0.63798517,0
0.38322776,0.0,0.92365388,0.0,1.0,0.0,-0.92365388,0.0,0.38322776,0.66971183,0.0,0.6378104,0
0.38213897,0.0,0.92410487,0.0,1.0,0.0,-0.92410487,0.0,0.38213897,0.67023724,0.0,0.63763501,0
0.38104966,0.0,0.92455457,0.0,1.0,0.0,-0.92455457,0.0,0.38104966,0.67076245,0.0,0.63745899,0
0.37995982,0.0,0.92500299,0.0,1.0,0.0,-0.92500299,0.0,0.37995982,0.67128745,0.0,0.63728236,0
0.37886945,0.0,0.92545013,0.0,1.0,0.0,-0.92545013,0.0,0.37886945,0.67181224,0.0,0.63710511,0
0.37777857,0.0,0.92589597,0.0,1.0,0.0,-0.92589597,0.0,0.37777857,0.67233682,0.0,0.63692725,0
0.37668716,0.0,0.92634053,0.0,1.0,0.0,-0.92634053,0.0,0.37668716,0.67286119,0.0,0.63674876,0
0.37559523,0.0,0.92678381,0.0,1.0,0.0,-0.92678381,0.0,0.37559523,0.67338534,0.0,0.63656966,0
0.37450279,0.0,0.92722579,0.0,1.0,0.0,-0.92722579,0.0,0.37450279,0.67390928,0.0,0.63638994,0
0.37340983,0.0,0.92766648,0.0,1.0,0.0,-0.92766648,0.0,0.37340983,0.674433,0.0,0.63620961,0
0.37231637,0.0,0.92810588,0.0,1.0,0.0,-0.92810588,0.0,0.37231637,0.67495651,0.0,0.63602866,0
0.37122239,0.0,0.92854399,0.0,1.0,0.0,-0.92854399,0.0,0.37122239,0.67547979,0.0,0.6358471,0
0.37012792,0.0,0.9289808,0.0,1.0,0.0,-0.9289808,0.0,0.37012792,0.67600286,0.0,0.63566492,0
0.36903293,0.0,0.92941632,0.0,1.0,0.0,-0.92941632,0.0,0.36903293,0.67652571,0.0,0.63548212,0
0.36793745,0.0,0.92985054,0.0,1.0,0.0,-0.92985054,0.0,0.36793745,0.67704834,0.0,0.63529871,0
0.36684147,0.0,0.93028347,0.0,1.0,0.0,-0.93028347,0.0,0.36684147,0.67757074,0.0,0.63511469,0
0.365745,0.0,0.9307151,0.0,1.0,0.0,-0.9307151,0.0,0.365745,0.67809292,0.0,0.63493006,0
0.36464803,0.0,0.93114543,0.0,1.0,0.0,-0.93114543,0.0,0.36464803,0.67861488,0.0,0.63474481,0
0.36355057,0.0,0.93157446,0.0,1.0,0.0,-0.93157446,0.0,0.36355057,0.67913661,0.0,0.63455895,0
0.36245263,0.0,0.9320022,0.0,1.0,0.0,-0.9320022,0.0,0.36245263,0.67965811,0.0,0.63437248,0
0.3613542,0.0,0.93242863,0.0,1.0,0.0,-0.93242863,0.0,0.3613542,0.68017938,0.0,0.6341854,0
0.36025529,0.0,0.93285376,0.0,1.0,0.0,-0.93285376,0.0,0.36025529,0.68070042,0.0,0.6339977,0
0.35915589,0.0,0.93327758,0.0,1.0,0.0,-0.93327758,0.0,0.35915589,0.68122124,0.0,0.6338094,0
0.35805602,0.0,0.9337001,0.0,1.0,0.0,-0.9337001,0.0,0.35805602,0.68174182,0.0,0.63362049,0
0.35695568,0.0,0.93412132,0.0,1.0,0.0,-0.93412132,0.0,0.35695568,0.68226216,0.0,0.63343096,0
0.35585486,0.0,0.93454123,0.0,1.0,0.0,-0.93454123,0.0,0.35585486,0.68278227,0.0,0.63324083,0
0.35475357,0.0,0.93495984,0.0,1.0,0.0,-0.93495984,0.0,0.35475357,0.68330215,0.0,0.63305009,0
0.35365181,0.0,0.93537714,0.0,1.0,0.0,-0.93537714,0.0,0.35365181,0.68382179,0.0,0.63285874,0
0.35254959,0.0,0.93579313,0.0,1.0,0.0,-0.93579313,0.0,0.35254959,0.68434119,0.0,0.63266679,0
0.35144691,0.0,0.93620781,0.0,1.0,0.0,-0.93620781,0.0,0.35144691,0.68486035,0.0,0.63247422,0
0.35034377,0.0,0.93662118,0.0,1.0,0.0,-0.93662118,0.0,0.35034377,0.68537927,0.0,0.63228105,0
0.34924017,0.0,0.93703325,0.0,1.0,0.0,-0.93703325,0.0,0.34924017,0.68589795,0.0,0.63208728,0
0.34813611,0.0,0.937444,0.0,1.0,0.0,-0.937444,0.0,0.34813611,0.68641639,0.0,0.6318929,0
0.34703161,0.0,0.93785343,0.0,1.0,0.0,-0.93785343,0.0,0.34703161,0.68693458,0.0,0.63169791,0
0.34592665,0.0,0.93826156,0.0,1.0,0.0,-0.93826156,0.0,0.34592665,0.68745253,0.0,0.63150232,0
0.34482125,0.0,0.93866837,0.0,1.0,0.0,-0.93866837,0.0,0.34482125,0.68797024,0.0,0.63130612,0
0.3437154,0.0,0.93907386,0.0,1.0,0.0,-0.93907386,0.0,0.3437154,0.68848769,0.0,0.63110932,0
0.34260911,0.0,0.93947804,0.0,1.0,0.0,-0.93947804,0.0,0.34260911,0.6890049,0.0,0.63091192,0
0.34150238,0.0,0.93988091,0.0,1.0,0.0,-0.93988091,0.0,0.34150238,0.68952185,0.0,0.63071392,0
0.34039522,0.0,0.94028246,0.0,1.0,0.0,-0.94028246,0.0,0.34039522,0.69003856,0.0,0.63051531,0
0.33928762,0.0,0.94068268,0.0,1.0,0.0,-0.94068268,0.0,0.33928762,0.69055501,0.0,0.6303161,0
0.33817959,0.0,0.94108159,0.0,1.0,0.0,-0.94108159,0.0,0.33817959,0.69107121,0.0,0.63011629,0
0.33707113,0.0,0.94147918,0.0,1.0,0.0,-0.94147918,0.0,0.33707113,0.69158716,0.0,0.62991588,0
0.33596224,0.0,0.94187546,0.0,1.0,0.0,-0.94187546,0.0,0.33596224,0.69210285,0.0,0.62971488,0
0.33485293,0.0,0.9422704,0.0,1.0,0.0,-0.9422704,0.0,0.33485293,0.69261829,0.0,0.62951327,0
0.3337432,0.0,0.94266403,0.0,1.0,0.0,-0.94266403,0.0,0.3337432,0.69313346,0.0,0.62931106,0
0.33263305,0.0,0.94305634,0.0,1.0,0.0,-0.94305634,0.0,0.33263305,0.69364838,0.0,0.62910825,0
0.33152248,0.0,0.94344732,0.0,1.0,0.0,-0.94344732,0.0,0.33152248,0.69416304,0.0,0.62890485,0
0.3304115,0.0,0.94383698,0.0,1.0,0.0,-0.94383698,0.0,0.3304115,0.69467744,0.0,0.62870085,0
0.32930011,0.0,0.94422531,0.0,1.0,0.0,-0.94422531,0.0,0.32930011,0.69519157,0.0,0.62849625,0
0.32818831,0.0,0.94461232,0.0,1.0,0.0,-0.94461232,0.0,0.32818831,0.69570544,0.0,0.62829105,0
0.3270761,0.0,0.944998,0.0,1.0,0.0,-0.944998,0.0,0.3270761,0.69621905,0.0,0.62808526,0
0.32596349,0.0,0.94538236,0.0,1.0,0.0,-0.94538236,0.0,0.32596349,0.69673239,0.0,0.62787888,0
0.32485048,0.0,0.94576538,0.0,1.0,0.0,-0.94576538,0.0,0.32485048,0.69724547,0.0,0.62767189,0
0.32373708,0.0,0.94614708,0.0,1.0,0.0,-0.94614708,0.0,0.32373708,0.69775827,0.0,0.62746432,0
0.32262327,0.0,0.94652746,0.0,1.0,0.0,-0.94652746,0.0,0.32262327,0.69827081,0.0,0.62725615,0
0.32150908,0.0,0.9469065,0.0,1.0,0.0,-0.9469065,0.0,0.32150908,0.69878308,0.0,0.62704739,0
0.32039449,0.0,0.94728421,0.0,1.0,0.0,-0.94728421,0.0,0.32039449,0.69929507,0.0,0.62683804,0
0.31927952,0.0,0.94766059,0.0,1.0,0.0,-0.94766059,0.0,0.31927952,0.69980679,0.0,0.62662809,0
0.31816416,0.0,0.94803564,0.0,1.0,0.0,-0.94803564,0.0,0.31816416,0.70031824,0.0,0.62641756,0
0.31704842,0.0,0.94840935,0.0,1.0,0.0,-0.94840935,0.0,0.31704842,0.70082942,0.0,0.62620643,0
0.3159323,0.0,0.94878174,0.0,1.0,0.0,-0.94878174,0.0,0.3159323,0.70134032,0.0,0.62599471,0
0.3148158,0.0,0.94915279,0.0,1.0,0.0,-0.94915279,0.0,0.3148158,0.70185094,0.0,0.62578241,0
0.31369893,0.0,0.9495225,0.0,1.0,0.0,-0.9495225,0.0,0.31369893,0.70236128,0.0,0.62556951,0
0.31258168,0.0,0.94989088,0.0,1.0,0.0,-0.94989088,0.0,0.31258168,0.70287135,0.0,0.62535603,0
0.31146407,0.0,0.95025793,0.0,1.0,0.0,-0.95025793,0.0,0.31146407,0.70338113,0.0,0.62514195,0
0.31034609,0.0,0.95062364,0.0,1.0,0.0,-0.95062364,0.0,0.31034609,0.70389064,0.0,0.6249273,0
0.30922774,0.0,0.95098801,0.0,1.0,0.0,-0.95098801,0.0,0.30922774,0.70439986,0.0,0.62471205,0
0.30810904,0.0,0.95135105,0.0,1.0,0.0,-0.95135105,0.0,0.30810904,0.70490879,0.0,0.62449622,0
0.30698997,0.0,0.95171275,0.0,1.0,0.0,-0.95171275,0.0,0.30698997,0.70541744,0.0,0.6242798,0
0.30587055,0.0,0.95207311,0.0,1.0,0.0,-0.95207311,0.0,0.30587055,0.70592581,0.0,0.6240628,0
0.30475078,0.0,0.95243213,0.0,1.0,0.0,-0.95243213,0.0,0.30475078,0.70643389,0.0,0.62384522,0
0.30363065,0.0,0.95278981,0.0,1.0,0.0,-0.95278981,0.0,0.30363065,0.70694168,0.0,0.62362705,0
0.30251018,0.0,0.95314615,0.0,1.0,0.0,-0.95314615,0.0,0.30251018,0.70744918,0.0,0.62340829,0
0.30138936,0.0,0.95350116,0.0,1.0,0.0,-0.95350116,0.0,0.30138936,0.70795639,0.0,0.62318896,0
0.3002682,0.0,0.95385482,0.0,1.0,0.0,-0.95385482,0.0,0.3002682,0.70846331,0.0,0.62296904,0
0.29914669,0.0,0.95420714,0.0,1.0,0.0,-0.95420714,0.0,0.29914669,0.70896994,0.0,0.62274854,0
0.29802485,0.0,0.95455811,0.0,1.0,0.0,-0.95455811,0.0,0.29802485,0.70947627,0.0,0.62252747,0
0.29690267,0.0,0.95490775,0.0,1.0,0.0,-0.95490775,0.0,0.29690267,0.70998231,0.0,0.62230581,0
0.29578016,0.0,0.95525604,0.0,1.0,0.0,-0.95525604,0.0,0.29578016,0.71048806,0.0,0.62208357,0
0.29465733,0.0,0.95560298,0.0,1.0,0.0,-0.95560298,0.0,0.29465733,0.7109935,0.0,0.62186076,0
0.29353416,0.0,0.95594858,0.0,1.0,0.0,-0.95594858,0.0,0.29353416,0.71149865,0.0,0.62163736,0
0.29241067,0.0,0.95629284,0.0,1.0,0.0,-0.95629284,0.0,0.29241067,0.7120035,0.0,0.62141339,0
0.29128686,0.0,0.95663575,0.0,1.0,0.0,-0.95663575,0.0,0.29128686,0.71250805,0.0,0.62118884,0
0.29016272,0.0,0.95697732,0.0,1.0,0.0,-0.95697732,0.0,0.29016272,0.7130123,0.0,0.62096372,0
0.28903827,0.0,0.95731754,0.0,1.0,0.0,-0.95731754,0.0,0.28903827,0.71351624,0.0,0.62073802,0
0.28791351,0.0,0.95765642,0.0,1.0,0.0,-0.95765642,0.0,0.28791351,0.71401988,0.0,0.62051174,0
0.28678844,0.0,0.95799394,0.0,1.0,0.0,-0.95799394,0.0,0.28678844,0.71452322,0.0,0.6202849,0
0.28566305,0.0,0.95833012,0.0,1.0,0.0,-0.95833012,0.0,0.28566305,0.71502625,0.0,0.62005747,0
0.28453736,0.0,0.95866495,0.0,1.0,0.0,-0.95866495,0.0,0.28453736,0.71552898,0.0,0.61982948,0
0.28341137,0.0,0.95899843,0.0,1.0,0.0,-0.95899843,0.0,0.28341137,0.71603139,0.0,0.61960091,0
0.28228508,0.0,0.95933057,0.0,1.0,0.0,-0.95933057,0.0,0.28228508,0.7165335,0.0,0.61937177,0
0.28115848,0.0,0.95966135,0.0,1.0,0.0,-0.95966135,0.0,0.28115848,0.7170353,0.0,0.61914207,0
0.2800316,0.0,0.95999078,0.0,1.0,0.0,-0.95999078,0.0,0.2800316,0.71753679,0.0,0.61891179,0
0.27890442,0.0,0.96031887,0.0,1.0,0.0,-0.96031887,0.0,0.27890442,0.71803796,0.0,0.61868094,0
0.27777695,0.0,0.9606456,0.0,1.0,0.0,-0.9606456,0.0,0.27777695,0.71853882,0.0,0.61844952,0
0.27664919,0.0,0.96097098,0.0,1.0,0.0,-0.96097098,0.0,0.27664919,0.71903937,0.0,0.61821753,0
0.27552114,0.0,0.96129501,0.0,1.0,0.0,-0.96129501,0.0,0.27552114,0.7195396,0.0,0.61798498,0
0.27439282,0.0,0.96161769,0.0,1.0,0.0,-0.96161769,0.0,0.27439282,0.72003952,0.0,0.61775186,0
0.27326421,0.0,0.96193902,0.0,1.0,0.0,-0.96193902,0.0,0.27326421,0.72053912,0.0,0.61751817,0
0.27213533,0.0,0.96225899,0.0,1.0,0.0,-0.96225899,0.0,0.27213533,0.7210384,0.0,0.61728392,0
0.27100618,0.0,0.96257761,0.0,1.0,0.0,-0.96257761,0.0,0.27100618,0.72153736,0.0,0.6170491,0
0.26987675,0.0,0.96289488,0.0,1.0,0.0,-0.96289488,0.0,0.26987675,0.722036,0.0,0.61681372,0
0.26874705,0.0,0.96321079,0.0,1.0,0.0,-0.96321079,0.0,0.26874705,0.72253432,0.0,0.61657778,0
0.26761709,0.0,0.96352535,0.0,1.0,0.0,-0.96352535,0.0,0.26761709,0.72303231,0.0,0.61634127,0
0.26648686,0.0,0.96383855,0.0,1.0,0.0,-0.96383855,0.0,0.26648686,0.72352998,0.0,0.6161042,0
0.26535637,0.0,0.9641504,0.0,1.0,0.0,-0.9641504,0.0,0.26535637,0.72402733,0.0,0.61586657,0
0.26422563,0.0,0.96446089,0.0,1.0,0.0,-0.96446089,0.0,0.26422563,0.72452435,0.0,0.61562838,0
0.26309463,0.0,0.96477003,0.0,1.0,0.0,-0.96477003,0.0,0.26309463,0.72502105,0.0,0.61538963,0
0.26196337,0.0,0.96507782,0.0,1.0,0.0,-0.96507782,0.0,0.26196337,0.72551741,0.0,0.61515032,0
0.26083187,0.0,0.96538424,0.0,1.0,0.0,-0.96538424,0.0,0.26083187,0.72601345,0.0,0.61491045,0
0.25970011,0.0,0.96568931,0.0,1.0,0.0,-0.96568931,0.0,0.25970011,0.72650916,0.0,0.61467003,0
0.25856812,0.0,0.96599303,0.0,1.0,0.0,-0.96599303,0.0,0.25856812,0.72700453,0.0,0.61442905,0
0.25743588,0.0,0.96629538,0.0,1.0,0.0,-0.96629538,0.0,0.25743588,0.72749958,0.0,0.61418751,0
0.2563034,0.0,0.96659638,0.0,1.0,0.0,-0.96659638,0.0,0.2563034,0.72799429,0.0,0.61394541,0
0.25517068,0.0,0.96689602,0.0,1.0,0.0,-0.96689602,0.0,0.25517068,0.72848866,0.0,0.61370276,0
0.25403773,0.0,0.96719431,0.0,1.0,0.0,-0.96719431,0.0,0.25403773,0.72898271,0.0,0.61345956,0
0.25290455,0.0,0.96749123,0.0,1.0,0.0,-0.96749123,0.0,0.25290455,0.72947641,0.0,0.6132158,0
0.25177114,0.0,0.9677868,0.0,1.0,0.0,-0.9677868,0.0,0.25177114,0.72996978,0.0,0.61297149,0
0.2506375,0.0,0.96808101,0.0,1.0,0.0,-0.96808101,0.0,0.2506375,0.73046281,0.0,0.61272663,0
0.24950364,0.0,0.96837386,0.0,1.0,0.0,-0.96837386,0.0,0.24950364,0.7309555,0.0,0.61248122,0
0.24836956,0.0,0.96866535,0.0,1.0,0.0,-0.96866535,0.0,0.24836956,0.73144785,0.0,0.61223525,0
0.24723526,0.0,0.96895548,0.0,1.0,0.0,-0.96895548,0.0,0.24723526,0.73193986,0.0,0.61198874,0
0.24610075,0.0,0.96924425,0.0,1.0,0.0,-0.96924425,0.0,0.24610075,0.73243152,0.0,0.61174168,0
0.24496602,0.0,0.96953166,0.0,1.0,0.0,-0.96953166,0.0,0.24496602,0.73292284,0.0,0.61149407,0
0.24383108,0.0,0.96981772,0.0,1.0,0.0,-0.96981772,0.0,0.24383108,0.73341382,0.0,0.61124591,0
0.24269594,0.0,0.97010241,0.0,1.0,0.0,-0.97010241,0.0,0.24269594,0.73390445,0.0,0.6109972,0
0.24156059,0.0,0.97038574,0.0,1.0,0.0,-0.97038574,0.0,0.24156059,0.73439474,0.0,0.61074795,0
0.24042504,0.0,0.97066771,0.0,1.0,0.0,-0.97066771,0.0,0.24042504,0.73488468,0.0,0.61049816,0
0.23928929,0.0,0.97094832,0.0,1.0,0.0,-0.97094832,0.0,0.23928929,0.73537427,0.0,0.61024782,0
0.23815334,0.0,0.97122757,0.0,1.0,0.0,-0.97122757,0.0,0.23815334,0.73586351,0.0,0.60999693,0
0.2370172,0.0,0.97150545,0.0,1.0,0.0,-0.97150545,0.0,0.2370172,0.7363524,0.0,0.60974551,0
0.23588086,0.0,0.97178198,0.0,1.0,0.0,-0.97178198,0.0,0.23588086,0.73684094,0.0,0.60949354,0
0.23474434,0.0,0.97205715,0.0,1.0,0.0,-0.97205715,0.0,0.23474434,0.73732912,0.0,0.60924103,0
0.23360763,0.0,0.97233095,0.0,1.0,0.0,-0.97233095,0.0,0.23360763,0.73781695,0.0,0.60898797,0
0.23247074,0.0,0.97260339,0.0,1.0,0.0,-0.97260339,0.0,0.23247074,0.73830443,0.0,0.60873438,0
0.23133367,0.0,0.97287447,0.0,1.0,0.0,-0.97287447,0.0,0.23133367,0.73879155,0.0,0.60848025,0
0.23019642,0.0,0.97314419,0.0,1.0,0.0,-0.97314419,0.0,0.23019642,0.73927832,0.0,0.60822559,0
0.229059,0.0,0.97341254,0.0,1.0,0.0,-0.97341254,0.0,0.229059,0.73976473,0.0,0.60797038,0
0.2279214,0.0,0.97367953,0.0,1.0,0.0,-0.97367953,0.0,0.2279214,0.74025078,0.0,0.60771464,0
0.22678363,0.0,0.97394516,0.0,1.0,0.0,-0.97394516,0.0,0.22678363,0.74073647,0.0,0.60745836,0
0.2256457,0.0,0.97420943,0.0,1.0,0.0,-0.97420943,0.0,0.2256457,0.7412218,0.0,0.60720155,0
0.2245076,0.0,0.97447234,0.0,1.0,0.0,-0.97447234,0.0,0.2245076,0.74170676,0.0,0.6069442,0
0.22336934,0.0,0.97473388,0.0,1.0,0.0,-0.97473388,0.0,0.22336934,0.74219137,0.0,0.60668632,0
0.22223092,0.0,0.97499406,0.0,1.0,0.0,-0.97499406,0.0,0.22223092,0.74267561,0.0,0.6064279,0
0.22109235,0.0,0.97525288,0.0,1.0,0.0,-0.97525288,0.0,0.22109235,0.74315949,0.0,0.60616896,0
0.21995362,0.0,0.97551033,0.0,1.0,0.0,-0.97551033,0.0,0.21995362,0.743643,0.0,0.60590948,0
0.21881474,0.0,0.97576642,0.0,1.0,0.0,-0.97576642,0.0,0.21881474,0.74412615,0.0,0.60564947,0
0.21767571,0.0,0.97602115,0.0,1.0,0.0,-0.97602115,0.0,0.21767571,0.74460893,0.0,0.60538894,0
