# Configuration.csv file for Capstone Project.
# Configuration Tse of the end-effector, 
# expressed as 13 variables separated by commas. The 13 variables are, in order
# r11, r12, r13, r21, r22, r23, r31, r32, r33, px, py, pz, gripper state
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08313637,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08330432,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08347244,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08364073,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08380919,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08397783,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08414663,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.0843156,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08448474,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08465406,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08482353,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08499318,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08516299,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08533297,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08550311,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08567341,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08584388,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08601451,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08618531,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08635626,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08652738,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08669865,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08687009,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08704168,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08721344,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08738535,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08755741,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08772964,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08790201,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08807455,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08824723,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08842007,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08859306,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08876621,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.0889395,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08911295,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08928655,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08946029,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08963419,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08980823,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.08998242,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09015675,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09033124,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09050586,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09068063,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09085555,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09103061,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09120581,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09138115,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09155664,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09173226,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09190802,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09208393,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09225997,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09243615,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09261246,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09278892,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09296551,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09314223,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09331909,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09349608,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.0936732,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09385046,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09402785,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09420537,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09438302,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.0945608,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09473871,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09491674,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09509491,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.0952732,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09545162,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09563016,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09580883,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09598762,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09616654,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09634557,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09652474,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09670402,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09688342,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09706294,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09724259,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09742235,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09760223,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09778223,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09796234,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09814257,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09832291,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09850337,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09868395,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09886464,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09904544,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09922635,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09940737,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09958851,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09976975,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.09995111,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10013257,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10031414,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10049582,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1006776,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10085949,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10104148,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10122358,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10140579,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1015881,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10177051,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10195302,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10213563,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10231834,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10250116,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10268407,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10286708,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10305019,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10323339,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1034167,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10360009,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10378359,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10396717,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10415085,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10433463,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1045185,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10470245,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1048865,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10507064,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10525487,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10543919,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1056236,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10580809,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10599267,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10617734,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1063621,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10654693,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10673186,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10691686,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10710195,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10728712,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10747238,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10765771,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10784312,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10802862,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10821419,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10839984,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10858557,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10877137,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10895726,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10914321,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10932924,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10951535,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10970153,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.10988778,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1100741,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1102605,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11044696,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1106335,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11082011,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11100678,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11119352,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11138033,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11156721,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11175415,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11194116,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11212823,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11231537,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11250257,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11268983,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11287715,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11306454,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11325198,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11343949,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11362705,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11381468,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11400236,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1141901,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11437789,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11456574,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11475365,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11494161,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11512962,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11531769,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11550581,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11569398,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11588221,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11607048,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1162588,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11644718,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1166356,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11682406,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11701258,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11720114,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11738975,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1175784,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1177671,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11795584,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11814462,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11833345,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11852231,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11871122,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11890017,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11908916,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11927819,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11946725,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11965635,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.11984549,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.12003467,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.12022388,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.12041313,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.12060241,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.12079172,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.12098107,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.12117045,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.12135986,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1215493,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.12173877,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.12192827,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1221178,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.12230736,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.12249695,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.12268656,1
-0.70710678,0.0,0.70710678,0.0,1.0,0.0,-0.70710678,0.0,-0.70710678,0.99,0.0,0.1228762,1
